,pgn,uci,name,wdl
2524,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'c5', 'cxd5', 'exd5', 'Nf3', 'Nc6', 'g3', 'Nf6']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c5', 'c4d5', 'e6d5', 'g1f3', 'b8c6', 'g2g3', 'g8f6']",Tarrasch Defense: Prague Variation,
2525,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'c5', 'cxd5', 'exd5', 'Nf3', 'Nc6', 'g3', 'c4']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'c7c5', 'c4d5', 'e6d5', 'g1f3', 'b8c6', 'g2g3', 'c5c4']",Tarrasch Defense: Swedish Variation,
2526,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'Be7', 'Nf3', 'Nf6', 'Bf4', 'O-O', 'e3', 'b6']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'f8e7', 'g1f3', 'g8f6', 'c1f4', 'e8g8', 'e2e3', 'b7b6']","Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense",
2527,"['d4', 'd5', 'c4', 'e6', 'Nc3', 'Nf6', 'Nf3', 'Be7', 'Bf4', 'O-O', 'e3', 'c6']","['d2d4', 'd7d5', 'c2c4', 'e7e6', 'b1c3', 'g8f6', 'g1f3', 'f8e7', 'c1f4', 'e8g8', 'e2e3', 'c7c6']","Queen's Gambit Declined: Harrwitz Attack, Orthodox Defense",
2528,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'd5', 'Nc3', 'Be7', 'Bf4', 'O-O', 'e3', 'Nbd7']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8e7', 'c1f4', 'e8g8', 'e2e3', 'b8d7']","Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense",
2529,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'd5', 'Nc3', 'Nbd7', 'Bg5', 'h6', 'Bh4', 'dxc4']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'b8d7', 'c1g5', 'h7h6', 'g5h4', 'd5c4']","Queen's Gambit Declined: Knight Defense, Alekhine Gambit",
2530,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'd5', 'Nc3', 'Bb4', 'Bg5', 'Nbd7', 'e3', 'c5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8b4', 'c1g5', 'b8d7', 'e2e3', 'c7c5']",Queen's Gambit Declined: Westphalian Variation,
2531,"['d4', 'd5', 'Nf3', 'Nf6', 'c4', 'c6', 'Nc3', 'e6', 'e3', 'Ne4', 'Bd3', 'f5']","['d2d4', 'd7d5', 'g1f3', 'g8f6', 'c2c4', 'c7c6', 'b1c3', 'e7e6', 'e2e3', 'f6e4', 'f1d3', 'f7f5']",Semi-Slav Defense: Stonewall Defense,
2532,"['d4', 'd5', 'c4', 'c6', 'Nc3', 'Nf6', 'e3', 'e6', 'Nf3', 'Nbd7', 'Bd3', 'Be7']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'b1c3', 'g8f6', 'e2e3', 'e7e6', 'g1f3', 'b8d7', 'f1d3', 'f8e7']",Semi-Slav Defense: Bogoljubov Variation,
2533,"['d4', 'd5', 'c4', 'c6', 'Nc3', 'Nf6', 'e3', 'e6', 'Nf3', 'Nbd7', 'Bd3', 'Bd6']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'b1c3', 'g8f6', 'e2e3', 'e7e6', 'g1f3', 'b8d7', 'f1d3', 'f8d6']",Semi-Slav Defense: Chigorin Defense,
2534,"['d4', 'd5', 'c4', 'c6', 'Nc3', 'Nf6', 'e3', 'e6', 'Nf3', 'Nbd7', 'Bd3', 'Bb4']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'b1c3', 'g8f6', 'e2e3', 'e7e6', 'g1f3', 'b8d7', 'f1d3', 'f8b4']",Semi-Slav Defense: Romih Variation,
2535,"['d4', 'd5', 'c4', 'c6', 'Nf3', 'Nf6', 'Nc3', 'e6', 'Bg5', 'Nbd7', 'e3', 'Qa5']","['d2d4', 'd7d5', 'c2c4', 'c7c6', 'g1f3', 'g8f6', 'b1c3', 'e7e6', 'c1g5', 'b8d7', 'e2e3', 'd8a5']",Queen's Gambit Declined: Cambridge Springs Defense,
2536,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'd5', 'Nc3', 'Be7', 'Bg5', 'O-O', 'e3', 'h6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8e7', 'c1g5', 'e8g8', 'e2e3', 'h7h6']",Queen's Gambit Declined: Neo-Orthodox Variation,
2537,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'd5', 'Nc3', 'Be7', 'Bg5', 'O-O', 'e3', 'Nbd7']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'd7d5', 'b1c3', 'f8e7', 'c1g5', 'e8g8', 'e2e3', 'b8d7']",Queen's Gambit Declined: Orthodox Defense,
2538,"['d4', 'Nf6', 'Nf3', 'g6', 'g3', 'Bg7', 'Bg2', 'O-O', 'O-O', 'd5', 'c4', 'dxc4']","['d2d4', 'g8f6', 'g1f3', 'g7g6', 'g2g3', 'f8g7', 'f1g2', 'e8g8', 'e1g1', 'd7d5', 'c2c4', 'd5c4']","Neo-Grünfeld Defense: Classical Variation, Modern Defense",
2539,"['d4', 'Nf6', 'Nf3', 'g6', 'g3', 'Bg7', 'Bg2', 'O-O', 'O-O', 'd5', 'c4', 'Nc6']","['d2d4', 'g8f6', 'g1f3', 'g7g6', 'g2g3', 'f8g7', 'f1g2', 'e8g8', 'e1g1', 'd7d5', 'c2c4', 'b8c6']","Neo-Grünfeld Defense: Classical Variation, Polgar Variation",
2540,"['d4', 'Nf6', 'c4', 'g6', 'Nf3', 'Bg7', 'g3', 'O-O', 'Bg2', 'c6', 'O-O', 'd5']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'g1f3', 'f8g7', 'g2g3', 'e8g8', 'f1g2', 'c7c6', 'e1g1', 'd7d5']","Neo-Grünfeld Defense: Classical Variation, Original Defense",
2541,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'd5', 'Bg5', 'Ne4', 'Nxe4', 'dxe4', 'Qd2', 'c5']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'c1g5', 'f6e4', 'c3e4', 'd5e4', 'd1d2', 'c7c5']",Grünfeld Defense: Lundin Variation,
2542,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'd5', 'Nf3', 'Bg7', 'e3', 'O-O', 'Qb3', 'e6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'd7d5', 'g1f3', 'f8g7', 'e2e3', 'e8g8', 'd1b3', 'e7e6']",Grünfeld Defense: Botvinnik Variation,
2543,"['d4', 'Nf6', 'c4', 'e6', 'g3', 'd5', 'Bg2', 'dxc4', 'Nf3', 'Nc6', 'Qa4', 'Bb4+']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'd5c4', 'g1f3', 'b8c6', 'd1a4', 'f8b4']","Catalan Opening: Open Defense, Modern Sharp Variation",
2544,"['d4', 'Nf6', 'c4', 'e6', 'g3', 'd5', 'Bg2', 'Be7', 'Nf3', 'O-O', 'O-O', 'Nbd7']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g2g3', 'd7d5', 'f1g2', 'f8e7', 'g1f3', 'e8g8', 'e1g1', 'b8d7']",Catalan Opening: Closed,
2545,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'c5', 'd5', 'b5', 'dxe6', 'fxe6', 'cxb5', 'd5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'c7c5', 'd4d5', 'b7b5', 'd5e6', 'f7e6', 'c4b5', 'd7d5']",Blumenfeld Countergambit Accepted,
2546,"['d4', 'Nf6', 'Nf3', 'e6', 'c4', 'c5', 'd5', 'b5', 'Bg5', 'exd5', 'cxd5', 'h6']","['d2d4', 'g8f6', 'g1f3', 'e7e6', 'c2c4', 'c7c5', 'd4d5', 'b7b5', 'c1g5', 'e6d5', 'c4d5', 'h7h6']",Blumenfeld Countergambit: Spielmann Variation,
2547,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'b6', 'a3', 'Bb7', 'Nc3', 'd5', 'cxd5', 'exd5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'b7b6', 'a2a3', 'c8b7', 'b1c3', 'd7d5', 'c4d5', 'e6d5']","Queen's Indian Defense: Kasparov-Petrosian Variation, Classical Variation",
2548,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'b6', 'a3', 'Bb7', 'Nc3', 'd5', 'cxd5', 'Nxd5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'b7b6', 'a2a3', 'c8b7', 'b1c3', 'd7d5', 'c4d5', 'f6d5']","Queen's Indian Defense: Kasparov-Petrosian Variation, Modern Variation",
2549,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'b6', 'Nc3', 'Bb4', 'Bg5', 'h6', 'Bh4', 'Bb7']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'b7b6', 'b1c3', 'f8b4', 'c1g5', 'h7h6', 'g5h4', 'c8b7']",Queen's Indian Defense: Kasparov Variation,
2550,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'b6', 'g3', 'Ba6', 'b3', 'Bb4+', 'Bd2', 'Be7']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'b7b6', 'g2g3', 'c8a6', 'b2b3', 'f8b4', 'c1d2', 'b4e7']","Queen's Indian Defense: Fianchetto Variation, Check Variation, Intermezzo Line",
2551,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'b6', 'g3', 'Ba6', 'b3', 'Bb4+', 'Bd2', 'Qe7']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'b7b6', 'g2g3', 'c8a6', 'b2b3', 'f8b4', 'c1d2', 'd8e7']","Queen's Indian Defense: Fianchetto Variation, Check Variation, Modern Line",
2552,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'b6', 'g3', 'Bb7', 'Bg2', 'Bb4+', 'Bd2', 'Be7']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'b7b6', 'g2g3', 'c8b7', 'f1g2', 'f8b4', 'c1d2', 'b4e7']",Queen's Indian Defense: Riumin Variation,
2553,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'Bb4+', 'Bd2', 'a5', 'g3', 'b6', 'Bg2', 'Bb7']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'f8b4', 'c1d2', 'a7a5', 'g2g3', 'b7b6', 'f1g2', 'c8b7']",Queen's Indian Defense: Yates Variation,
2554,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'a3', 'Bxc3+', 'bxc3', 'c5', 'e3', 'b6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'a2a3', 'b4c3', 'b2c3', 'c7c5', 'e2e3', 'b7b6']","Nimzo-Indian Defense: Sämisch Variation, O'Kelly Variation",
2555,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'Bg5', 'h6', 'Bh4', 'c5', 'd5', 'b5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'c1g5', 'h7h6', 'g5h4', 'c7c5', 'd4d5', 'b7b5']","Nimzo-Indian Defense: Leningrad Variation, Averbakh Gambit",
2556,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'Bg5', 'h6', 'Bh4', 'c5', 'd5', 'd6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'c1g5', 'h7h6', 'g5h4', 'c7c5', 'd4d5', 'd7d6']","Nimzo-Indian Defense: Leningrad Variation, Benoni Defense",
2557,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'Qc2', 'O-O', 'a3', 'Bxc3+', 'Qxc3', 'b6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'd1c2', 'e8g8', 'a2a3', 'b4c3', 'c2c3', 'b7b6']","Nimzo-Indian Defense: Classical Variation, Keres Defense",
2558,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'Qc2', 'O-O', 'a3', 'Bxc3+', 'Qxc3', 'b5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'd1c2', 'e8g8', 'a2a3', 'b4c3', 'c2c3', 'b7b5']","Nimzo-Indian Defense: Classical Variation, Vitolins-Adorjan Gambit",
2559,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'Qc2', 'd5', 'a3', 'Bxc3+', 'Qxc3', 'Nc6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'd1c2', 'd7d5', 'a2a3', 'b4c3', 'c2c3', 'b8c6']","Nimzo-Indian Defense: Classical Variation, Noa Variation, Botvinnik Variation",
2560,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'Qc2', 'd5', 'a3', 'Bxc3+', 'Qxc3', 'Ne4']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'd1c2', 'd7d5', 'a2a3', 'b4c3', 'c2c3', 'f6e4']","Nimzo-Indian Defense: Classical Variation, Noa Variation, Main Line",
2561,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'e3', 'O-O', 'Ne2', 'd5', 'a3', 'Bd6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'e8g8', 'g1e2', 'd7d5', 'a2a3', 'b4d6']",Nimzo-Indian Defense: Simagin Variation,
2562,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'e3', 'O-O', 'Bd3', 'd5', 'Nf3', 'b6']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'e8g8', 'f1d3', 'd7d5', 'g1f3', 'b7b6']","Nimzo-Indian Defense: Normal Variation, Schlechter Defense",
2563,"['d4', 'Nf6', 'c4', 'e6', 'Nc3', 'Bb4', 'e3', 'O-O', 'Bd3', 'd5', 'Nf3', 'c5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'b1c3', 'f8b4', 'e2e3', 'e8g8', 'f1d3', 'd7d5', 'g1f3', 'c7c5']","Nimzo-Indian Defense: Normal Variation, Gligoric System",
2564,"['d4', 'Nf6', 'c4', 'g6', 'Nf3', 'Bg7', 'g3', 'O-O', 'Bg2', 'd6', 'O-O', 'c5']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'g1f3', 'f8g7', 'g2g3', 'e8g8', 'f1g2', 'd7d6', 'e1g1', 'c7c5']","King's Indian Defense: Fianchetto Variation, Yugoslav System",
2565,"['c4', 'Nf6', 'Nf3', 'g6', 'd4', 'Bg7', 'Nc3', 'O-O', 'e3', 'd6', 'Be2', 'c6']","['c2c4', 'g8f6', 'g1f3', 'g7g6', 'd2d4', 'f8g7', 'b1c3', 'e8g8', 'e2e3', 'd7d6', 'f1e2', 'c7c6']","King's Indian Defense: Semi-Classical Variation, Benoni Variation",
2566,"['d4', 'Nf6', 'Nf3', 'g6', 'c4', 'Bg7', 'Nc3', 'O-O', 'e3', 'd6', 'Be2', 'Nc6']","['d2d4', 'g8f6', 'g1f3', 'g7g6', 'c2c4', 'f8g7', 'b1c3', 'e8g8', 'e2e3', 'd7d6', 'f1e2', 'b8c6']","King's Indian Defense: Semi-Classical Variation, Hollywood Variation",
2567,"['d4', 'Nf6', 'c4', 'g6', 'g3', 'Bg7', 'Bg2', 'O-O', 'Nc3', 'd6', 'Nf3', 'Nc6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'g2g3', 'f8g7', 'f1g2', 'e8g8', 'b1c3', 'd7d6', 'g1f3', 'b8c6']","King's Indian Defense: Fianchetto Variation, Karlsbad Variation",
2568,"['d4', 'Nf6', 'c4', 'g6', 'g3', 'Bg7', 'Bg2', 'O-O', 'Nc3', 'd6', 'Nf3', 'c5']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'g2g3', 'f8g7', 'f1g2', 'e8g8', 'b1c3', 'd7d6', 'g1f3', 'c7c5']","King's Indian Defense: Fianchetto Variation, Yugoslav Variation, Rare Line",
2569,"['d4', 'Nf6', 'c4', 'g6', 'g3', 'Bg7', 'Bg2', 'O-O', 'Nc3', 'd6', 'Nf3', 'Nbd7']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'g2g3', 'f8g7', 'f1g2', 'e8g8', 'b1c3', 'd7d6', 'g1f3', 'b8d7']","King's Indian Defense: Fianchetto Variation, Debrecen Defense",
2570,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Be2', 'O-O', 'Bg5', 'h6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'f1e2', 'e8g8', 'c1g5', 'h7h6']","King's Indian Defense: Averbakh Variation, Flexible Defense",
2571,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Be2', 'O-O', 'Bg5', 'Nbd7']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'f1e2', 'e8g8', 'c1g5', 'b8d7']","King's Indian Defense: Averbakh Variation, Geller Defense",
2572,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Be2', 'O-O', 'Bg5', 'Na6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'f1e2', 'e8g8', 'c1g5', 'b8a6']","King's Indian Defense: Averbakh Variation, Modern Defense",
2573,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Be2', 'O-O', 'Bg5', 'Nc6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'f1e2', 'e8g8', 'c1g5', 'b8c6']","King's Indian Defense: Averbakh Variation, Nc6 Defense",
2574,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Be2', 'O-O', 'Bg5', 'a6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'f1e2', 'e8g8', 'c1g5', 'a7a6']","King's Indian Defense: Averbakh Variation, Spanish Defense",
2575,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Be2', 'O-O', 'Bg5', 'c5']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'f1e2', 'e8g8', 'c1g5', 'c7c5']","King's Indian Defense: Averbakh Variation, Benoni Defense",
2576,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'f3', 'O-O', 'Be3', 'c5']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'f2f3', 'e8g8', 'c1e3', 'c7c5']","King's Indian Defense: Sämisch Variation, Sämisch Gambit",
2577,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'f3', 'O-O', 'Be3', 'b6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'f2f3', 'e8g8', 'c1e3', 'b7b6']","King's Indian Defense: Sämisch Variation, Double Fianchetto",
2578,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'f3', 'O-O', 'Be3', 'Nc6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'f2f3', 'e8g8', 'c1e3', 'b8c6']","King's Indian Defense: Sämisch Variation, Yates Defense",
2579,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'f3', 'O-O', 'Be3', 'e5']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'f2f3', 'e8g8', 'c1e3', 'e7e5']","King's Indian Defense: Sämisch Variation, Orthodox Variation",
2580,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Nf3', 'O-O', 'Be2', 'Na6']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'g1f3', 'e8g8', 'f1e2', 'b8a6']",King's Indian Defense: Kazakh Variation,
2581,"['d4', 'Nf6', 'c4', 'g6', 'Nc3', 'Bg7', 'e4', 'd6', 'Nf3', 'O-O', 'Be2', 'e5']","['d2d4', 'g8f6', 'c2c4', 'g7g6', 'b1c3', 'f8g7', 'e2e4', 'd7d6', 'g1f3', 'e8g8', 'f1e2', 'e7e5']",King's Indian Defense: Orthodox Variation,
2582,"['a3', 'e5', 'b3', 'd5', 'c3', 'Nf6', 'd3', 'Nc6', 'e3', 'Bd6', 'f3', 'O-O', 'g3']","['a2a3', 'e7e5', 'b2b3', 'd7d5', 'c2c3', 'g8f6', 'd2d3', 'b8c6', 'e2e3', 'f8d6', 'f2f3', 'e8g8', 'g2g3']",Formation: Hippopotamus Attack,
2583,"['a3', 'e5', 'g3', 'd5', 'Bg2', 'Nf6', 'd3', 'Nc6', 'Nd2', 'Bd6', 'e3', 'O-O', 'h3']","['a2a3', 'e7e5', 'g2g3', 'd7d5', 'f1g2', 'g8f6', 'd2d3', 'b8c6', 'b1d2', 'f8d6', 'e2e3', 'e8g8', 'h2h3']",Formation: Shy Attack,
2584,"['Nf3', 'd5', 'c4', 'e6', 'g3', 'Nf6', 'Bg2', 'Be7', 'O-O', 'O-O', 'b3', 'c6', 'Bb2']","['g1f3', 'd7d5', 'c2c4', 'e7e6', 'g2g3', 'g8f6', 'f1g2', 'f8e7', 'e1g1', 'e8g8', 'b2b3', 'c7c6', 'c1b2']","Réti Opening: Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line",
2585,"['c4', 'e5', 'Nc3', 'Nf6', 'Nf3', 'Nc6', 'e3', 'Bb4', 'Qc2', 'O-O', 'Nd5', 'Re8', 'Qf5']","['c2c4', 'e7e5', 'b1c3', 'g8f6', 'g1f3', 'b8c6', 'e2e3', 'f8b4', 'd1c2', 'e8g8', 'c3d5', 'f8e8', 'c2f5']","English Opening: King's English Variation, Four Knights Variation, Quiet Line",
2586,"['c4', 'c5', 'Nc3', 'Nc6', 'g3', 'g6', 'Bg2', 'Bg7', 'Nf3', 'Nf6', 'O-O', 'O-O', 'b3']","['c2c4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'g1f3', 'g8f6', 'e1g1', 'e8g8', 'b2b3']","English Opening: Symmetrical Variation, Double Fianchetto",
2587,"['Nf3', 'Nf6', 'g3', 'g6', 'Bg2', 'Bg7', 'O-O', 'O-O', 'c4', 'c5', 'Nc3', 'Nc6', 'd3']","['g1f3', 'g8f6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'e1g1', 'e8g8', 'c2c4', 'c7c5', 'b1c3', 'b8c6', 'd2d3']","English Opening: Symmetrical Variation, Duchamp Variation",
2588,"['Nf3', 'Nf6', 'c4', 'c5', 'Nc3', 'Nc6', 'g3', 'g6', 'Bg2', 'Bg7', 'O-O', 'O-O', 'd4']","['g1f3', 'g8f6', 'c2c4', 'c7c5', 'b1c3', 'b8c6', 'g2g3', 'g7g6', 'f1g2', 'f8g7', 'e1g1', 'e8g8', 'd2d4']","English Opening: Symmetrical Variation, Mecking Variation",
2589,"['d4', 'Nf6', 'Bg5', 'Ne4', 'Bh4', 'c6', 'Nd2', 'Qa5', 'c3', 'Nxd2', 'Qxd2', 'd5', 'e4']","['d2d4', 'g8f6', 'c1g5', 'f6e4', 'g5h4', 'c7c6', 'b1d2', 'd8a5', 'c2c3', 'e4d2', 'd1d2', 'd7d5', 'e2e4']","Trompowsky Attack: Edge Variation, Hergert Gambit",
2590,"['d4', 'Nf6', 'c4', 'c5', 'd5', 'b5', 'cxb5', 'a6', 'Nc3', 'axb5', 'e4', 'b4', 'Nb5']","['d2d4', 'g8f6', 'c2c4', 'c7c5', 'd4d5', 'b7b5', 'c4b5', 'a7a6', 'b1c3', 'a6b5', 'e2e4', 'b5b4', 'c3b5']","Benko Gambit: Zaitsev Variation, Nescafe Frappe Attack",
2591,"['d4', 'Nf6', 'c4', 'c5', 'd5', 'b5', 'cxb5', 'a6', 'bxa6', 'g6', 'Nc3', 'Bxa6', 'f4']","['d2d4', 'g8f6', 'c2c4', 'c7c5', 'd4d5', 'b7b5', 'c4b5', 'a7a6', 'b5a6', 'g7g6', 'b1c3', 'c8a6', 'f2f4']",Benko Gambit Accepted: Central Storming Variation,
2592,"['d4', 'Nf6', 'c4', 'c5', 'd5', 'b5', 'cxb5', 'a6', 'bxa6', 'Bxa6', 'Nc3', 'd6', 'e4']","['d2d4', 'g8f6', 'c2c4', 'c7c5', 'd4d5', 'b7b5', 'c4b5', 'a7a6', 'b5a6', 'c8a6', 'b1c3', 'd7d6', 'e2e4']",Benko Gambit Accepted: Yugoslav,
2593,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'c5', 'd5', 'exd5', 'cxd5', 'd6', 'Nc3', 'g6', 'g3']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'c7c5', 'd4d5', 'e6d5', 'c4d5', 'd7d6', 'b1c3', 'g7g6', 'g2g3']",Benoni Defense: Fianchetto Variation,
2594,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'c5', 'd5', 'exd5', 'cxd5', 'd6', 'Nc3', 'g6', 'Nd2']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'c7c5', 'd4d5', 'e6d5', 'c4d5', 'd7d6', 'b1c3', 'g7g6', 'f3d2']",Benoni Defense: Knight's Tour Variation,
2595,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'c5', 'd5', 'exd5', 'cxd5', 'd6', 'Nc3', 'g6', 'Bg5']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'c7c5', 'd4d5', 'e6d5', 'c4d5', 'd7d6', 'b1c3', 'g7g6', 'c1g5']",Benoni Defense: Uhlmann Variation,
2596,"['d4', 'Nf6', 'c4', 'c5', 'd5', 'e6', 'Nc3', 'exd5', 'cxd5', 'd6', 'e4', 'g6', 'f4']","['d2d4', 'g8f6', 'c2c4', 'c7c5', 'd4d5', 'e7e6', 'b1c3', 'e6d5', 'c4d5', 'd7d6', 'e2e4', 'g7g6', 'f2f4']",Benoni Defense: Pawn Storm Variation,
2597,"['d4', 'Nf6', 'c4', 'e6', 'Nf3', 'c5', 'd5', 'exd5', 'cxd5', 'd6', 'Nc3', 'g6', 'e4']","['d2d4', 'g8f6', 'c2c4', 'e7e6', 'g1f3', 'c7c5', 'd4d5', 'e6d5', 'c4d5', 'd7d6', 'b1c3', 'g7g6', 'e2e4']",Benoni Defense: Classical Variation,
